Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Time (hrs/day),Calls Duration (hrs/day),Apps Installed Category
15,Female,Hyderabad,Vivo,iOS,2.7,24.7,57,2.8,4701,7.3,1.0,1125,Gaming,16.958333333333336,3.158333333333333,Very Low
33,Male,Ahmedabad,Samsung,Android,6.2,30.6,94,5.2,765,2.4,2.4,1244,Gaming,16.84,0.64,Low
35,Male,Bangalore,OnePlus,Android,2.2,49.3,95,1.8,7957,6.3,0.7,1544,Social Media,12.2,1.2,Low
15,Male,Chennai,Realme,Android,5.8,14.8,85,2.9,8023,7.7,3.1,1674,Gaming,21.33,1.83,Low
26,Female,Bangalore,Motorola,Android,8.7,23.6,136,1.5,6141,1.7,3.7,409,Entertainment,19.15,3.55,Medium
39,Female,Jaipur,Motorola,iOS,10.1,8.6,144,0.9,5635,7.5,0.6,397,Gaming,21.21166666666667,2.111666666666667,Medium
29,Female,Kolkata,Nokia,iOS,11.3,2.5,162,3.0,8643,2.9,3.5,795,Entertainment,22.761666666666667,2.0616666666666665,High
60,Male,Jaipur,Apple,Android,9.5,9.5,180,2.7,9179,1.1,4.9,943,Gaming,19.593333333333334,1.393333333333333,High
21,Other,Bangalore,Xiaomi,iOS,5.7,20.6,144,3.4,3124,3.0,2.5,1396,Entertainment,16.925,2.325,Medium
35,Female,Kolkata,OnePlus,iOS,7.2,25.1,24,4.8,1464,2.5,0.6,938,Gaming,18.885,3.785,Very Low
24,Female,Delhi,Nokia,Android,8.5,36.8,147,5.8,8121,2.9,2.6,1374,Social Media,22.708333333333336,2.908333333333333,Medium
53,Male,Lucknow,Oppo,Android,2.7,19.2,26,1.6,9921,7.9,4.5,1327,Education,17.413333333333338,0.7133333333333333,Very Low
38,Male,Jaipur,Google Pixel,Android,6.0,17.9,87,1.7,5174,7.9,3.0,1748,Gaming,22.19333333333333,3.5933333333333333,Low
45,Male,Pune,Oppo,Android,7.7,11.2,185,5.3,1045,2.2,0.6,488,Social Media,19.26,3.46,High
38,Male,Lucknow,Oppo,Android,8.9,10.8,47,2.3,8966,4.6,0.2,541,Education,16.82333333333333,0.8233333333333334,Very Low
42,Male,Bangalore,Realme,iOS,8.0,28.9,115,2.1,6911,1.8,1.0,161,Work,16.503333333333334,3.603333333333333,Medium
21,Male,Pune,Motorola,iOS,4.8,31.7,47,5.5,2168,1.0,2.5,1352,Education,18.326666666666668,4.526666666666667,Very Low
54,Female,Chennai,Nokia,Android,6.0,26.3,197,1.8,2792,2.8,1.1,764,Entertainment,13.796666666666669,2.0966666666666667,High
52,Other,Kolkata,Nokia,Android,10.7,42.6,108,3.6,6126,1.4,2.3,1633,Entertainment,21.055,3.055,Medium
49,Female,Kolkata,Realme,iOS,2.8,45.8,76,2.1,8470,2.8,4.0,1601,Education,14.7,3.0,Low
60,Female,Kolkata,Apple,iOS,4.4,14.7,135,2.2,5578,4.6,0.3,1442,Entertainment,16.27166666666667,4.7716666666666665,Medium
36,Female,Mumbai,Xiaomi,iOS,2.8,21.9,160,5.8,6772,5.7,2.0,717,Gaming,16.385,0.0849999999999999,High
45,Male,Delhi,Xiaomi,Android,9.8,13.0,84,2.6,8989,3.8,0.3,807,Work,20.065,3.565,Low
58,Female,Hyderabad,Nokia,Android,3.7,41.4,108,4.3,1794,4.0,4.2,1826,Social Media,17.775,1.575,Medium
24,Other,Hyderabad,Apple,iOS,10.6,48.6,12,0.6,418,4.2,0.7,1105,Entertainment,18.45,2.35,Very Low
37,Male,Delhi,Nokia,iOS,1.2,49.6,93,4.9,9161,5.9,2.2,704,Education,18.828333333333333,4.628333333333333,Low
50,Male,Delhi,Oppo,iOS,4.5,13.6,191,3.4,5622,6.9,2.7,507,Entertainment,20.086666666666662,2.5866666666666664,High
48,Male,Jaipur,Xiaomi,iOS,5.8,19.0,193,4.0,9967,5.3,3.9,1289,Work,19.455,0.455,High
55,Other,Chennai,Xiaomi,iOS,3.7,13.0,12,3.2,8082,4.9,2.1,1167,Education,16.558333333333334,2.658333333333333,Very Low
29,Female,Kolkata,OnePlus,iOS,2.3,28.7,169,5.6,8690,6.6,2.7,1453,Work,20.321666666666665,3.121666666666667,High
49,Male,Hyderabad,Motorola,iOS,4.4,4.1,20,5.6,5680,1.8,3.1,1899,Social Media,19.315,4.415,Very Low
16,Male,Bangalore,OnePlus,iOS,10.6,12.6,179,3.6,2683,5.8,3.2,1022,Social Media,27.16,3.96,High
50,Female,Jaipur,Realme,iOS,8.8,37.7,86,5.5,1392,5.7,2.6,790,Entertainment,27.085,4.485,Low
23,Female,Ahmedabad,Realme,iOS,1.1,3.8,86,0.7,5356,3.9,3.6,722,Education,11.031666666666668,1.731666666666667,Low
51,Female,Hyderabad,Nokia,Android,11.0,40.4,135,5.9,3715,6.7,2.4,511,Social Media,28.246666666666663,2.246666666666667,Medium
34,Female,Chennai,Vivo,Android,8.1,12.5,57,1.2,766,4.8,2.9,824,Social Media,17.80333333333333,0.8033333333333333,Very Low
30,Male,Chennai,Xiaomi,Android,9.1,17.8,165,3.0,416,7.6,0.3,1143,Entertainment,21.53833333333333,1.538333333333333,High
58,Female,Delhi,Xiaomi,Android,9.8,24.7,51,4.8,7139,7.5,3.7,1110,Gaming,27.965,2.165,Very Low
57,Other,Pune,OnePlus,iOS,6.3,21.1,126,5.3,5867,4.1,1.8,1501,Entertainment,21.57,4.069999999999999,Medium
34,Male,Lucknow,Xiaomi,Android,6.0,34.4,91,4.8,8217,6.8,3.7,1673,Entertainment,24.586666666666662,3.286666666666666,Low
36,Male,Mumbai,Nokia,iOS,7.2,18.2,174,3.5,3822,6.5,0.5,1919,Work,19.806666666666665,2.106666666666667,High
35,Female,Kolkata,Motorola,iOS,11.7,15.6,186,1.4,5450,4.8,4.3,1367,Education,25.82,3.62,High
41,Female,Ahmedabad,OnePlus,Android,4.0,21.4,129,1.0,2559,7.0,0.1,985,Gaming,15.041666666666666,2.941666666666667,Medium
43,Other,Pune,Vivo,iOS,8.9,7.5,13,3.8,1378,6.9,0.9,395,Gaming,25.37833333333333,4.878333333333333,Very Low
53,Other,Jaipur,Oppo,iOS,10.5,23.8,82,3.2,6554,7.2,1.5,598,Gaming,24.22,1.82,Low
55,Other,Pune,Motorola,Android,8.5,27.2,160,5.8,9910,1.0,2.6,1322,Education,20.028333333333336,2.1283333333333334,High
49,Male,Hyderabad,Samsung,iOS,2.7,23.6,86,2.3,4224,4.4,2.3,1778,Education,15.776666666666666,4.076666666666666,Low
42,Female,Chennai,Apple,Android,8.7,34.1,198,1.5,6078,5.4,0.6,997,Work,20.145,3.945,High
44,Female,Hyderabad,Nokia,Android,4.6,9.3,33,0.6,9798,4.5,2.9,991,Gaming,17.483333333333334,4.883333333333334,Very Low
51,Female,Lucknow,Google Pixel,iOS,4.9,36.8,164,2.6,2446,2.3,4.4,1601,Social Media,18.956666666666667,4.756666666666666,High
56,Other,Kolkata,Realme,Android,4.6,45.2,75,5.9,2994,2.6,0.4,1436,Entertainment,14.461666666666666,0.9616666666666668,Low
35,Other,Kolkata,OnePlus,iOS,6.0,35.1,44,2.2,5803,7.1,1.4,955,Education,20.281666666666663,3.5816666666666666,Very Low
34,Male,Delhi,Google Pixel,iOS,5.0,3.2,200,2.8,7839,3.5,1.5,1672,Work,13.966666666666669,1.1666666666666667,High
48,Other,Hyderabad,Google Pixel,iOS,9.8,17.8,100,1.7,1302,7.9,0.9,359,Education,21.40833333333333,1.1083333333333334,Low
34,Female,Kolkata,Realme,iOS,7.4,13.1,195,0.9,378,2.8,0.8,568,Education,13.451666666666668,1.5516666666666663,High
58,Female,Pune,Apple,Android,10.7,1.8,38,4.0,2822,6.1,2.1,1600,Social Media,27.61833333333333,4.718333333333334,Very Low
37,Other,Chennai,Xiaomi,Android,9.4,3.7,122,1.2,1322,1.9,2.1,1971,Entertainment,18.238333333333333,3.6383333333333336,Medium
27,Male,Kolkata,Oppo,Android,10.3,43.4,72,1.0,1651,7.7,1.3,1069,Entertainment,20.46666666666667,0.1666666666666666,Low
51,Male,Ahmedabad,Vivo,iOS,8.5,22.4,18,5.6,8299,4.7,3.2,1946,Work,25.688333333333333,3.6883333333333335,Very Low
35,Female,Ahmedabad,Oppo,iOS,10.3,13.1,55,4.4,6162,3.7,3.9,1197,Gaming,26.965,4.665,Very Low
40,Male,Hyderabad,Nokia,Android,11.1,12.5,89,3.5,5865,2.0,2.8,1417,Gaming,23.97166666666667,4.571666666666667,Low
35,Other,Kolkata,Motorola,Android,8.1,17.2,35,2.8,709,4.2,4.8,1581,Gaming,22.53,2.6300000000000003,Very Low
35,Other,Kolkata,OnePlus,Android,2.0,19.6,32,2.1,6673,7.7,4.0,1516,Work,20.73333333333333,4.933333333333334,Very Low
60,Female,Jaipur,Samsung,iOS,5.5,25.5,190,1.1,1965,0.6,1.8,1898,Education,9.288333333333334,0.2883333333333333,High
58,Other,Bangalore,Motorola,iOS,6.5,27.0,21,4.9,3578,8.0,4.7,823,Gaming,28.371666666666663,4.2716666666666665,Very Low
32,Female,Ahmedabad,Realme,iOS,11.7,2.1,23,2.0,9206,6.9,4.5,945,Work,29.613333333333337,4.513333333333334,Very Low
15,Female,Lucknow,Apple,iOS,6.2,12.8,93,3.4,8886,2.1,3.6,1506,Entertainment,16.35333333333333,1.0533333333333337,Low
51,Female,Hyderabad,Apple,Android,11.3,28.4,38,5.4,400,6.3,0.3,1622,Education,26.88833333333334,3.5883333333333334,Very Low
33,Other,Chennai,Samsung,iOS,9.0,7.6,90,1.8,5767,6.7,2.6,761,Gaming,23.96666666666667,3.8666666666666663,Low
28,Male,Chennai,Vivo,iOS,7.7,1.9,189,2.6,8881,6.9,0.8,1342,Education,19.49833333333334,1.4983333333333335,High
47,Other,Mumbai,Motorola,iOS,2.2,39.7,141,0.6,8499,7.1,4.9,479,Entertainment,19.215,4.415,Medium
52,Male,Ahmedabad,OnePlus,iOS,3.7,3.0,25,1.0,6561,3.2,0.5,596,Gaming,11.988333333333332,3.5883333333333334,Very Low
60,Male,Lucknow,Samsung,Android,7.2,38.0,102,5.1,1233,3.1,3.3,1278,Entertainment,21.433333333333334,2.7333333333333334,Low
55,Female,Hyderabad,Motorola,iOS,7.5,45.6,68,5.0,4460,1.5,1.1,303,Work,17.663333333333334,2.563333333333333,Low
50,Female,Bangalore,Oppo,iOS,9.6,2.2,60,2.1,3125,0.8,3.1,803,Education,19.401666666666667,3.8016666666666663,Low
28,Female,Mumbai,Xiaomi,iOS,9.6,37.2,192,4.4,9939,1.6,4.8,1588,Entertainment,21.275,0.875,High
56,Male,Bangalore,Xiaomi,Android,5.6,28.2,48,4.3,4211,3.3,4.7,1132,Social Media,19.165,1.265,Very Low
50,Female,Bangalore,Nokia,Android,2.1,12.5,151,2.6,1669,7.2,1.1,1964,Work,16.076666666666668,3.0766666666666667,Medium
39,Male,Hyderabad,Xiaomi,iOS,1.3,47.4,121,1.2,4078,7.4,0.6,1209,Social Media,13.041666666666666,2.5416666666666665,Medium
52,Male,Chennai,Motorola,iOS,11.7,41.5,154,0.9,3054,7.2,4.1,527,Social Media,28.146666666666665,4.246666666666667,High
48,Female,Delhi,Samsung,iOS,5.6,22.3,137,4.7,8146,1.2,4.2,1351,Gaming,19.07333333333333,3.373333333333333,Medium
52,Male,Bangalore,Oppo,Android,1.9,25.9,21,1.0,9462,1.5,1.8,304,Entertainment,10.461666666666666,4.261666666666667,Very Low
36,Female,Lucknow,OnePlus,iOS,6.9,39.0,118,4.1,3748,1.9,2.7,245,Gaming,19.065,3.4650000000000003,Medium
28,Male,Bangalore,Xiaomi,Android,9.9,12.1,166,2.1,2458,4.6,0.1,1876,Gaming,18.85333333333333,2.1533333333333333,High
31,Male,Ahmedabad,Nokia,Android,3.2,29.1,36,2.7,4554,4.7,1.9,1782,Work,12.893333333333334,0.3933333333333333,Very Low
40,Female,Chennai,Realme,iOS,1.1,6.7,82,1.4,1627,6.8,3.5,1693,Work,13.06,0.26,Low
38,Other,Pune,Realme,iOS,11.5,6.0,131,2.6,2483,1.7,3.0,1222,Social Media,23.32,4.52,Medium
29,Female,Kolkata,Motorola,iOS,1.5,27.0,156,1.9,1813,6.2,1.4,1485,Work,12.158333333333331,1.1583333333333334,High
48,Male,Pune,Nokia,iOS,1.1,28.5,15,2.5,2214,6.6,0.9,608,Education,13.803333333333333,2.703333333333333,Very Low
53,Other,Ahmedabad,Apple,iOS,6.4,35.9,116,1.8,6875,5.0,1.6,1707,Education,17.03,2.23,Medium
52,Female,Pune,Xiaomi,iOS,11.9,36.4,17,3.4,4514,7.5,3.7,1166,Gaming,31.223333333333333,4.723333333333333,Very Low
27,Female,Chennai,Motorola,Android,4.3,22.6,130,2.7,7777,0.8,0.6,1345,Social Media,12.836666666666666,4.4366666666666665,Medium
40,Male,Kolkata,Nokia,Android,6.1,26.1,176,1.9,106,6.8,0.3,174,Entertainment,15.306666666666668,0.2066666666666666,High
58,Female,Kolkata,Realme,Android,8.4,45.4,171,1.1,7765,2.1,0.2,610,Education,14.473333333333333,2.6733333333333333,High
53,Other,Mumbai,Apple,iOS,11.4,2.6,97,4.8,3560,4.7,4.9,828,Work,27.351666666666663,1.5516666666666663,Low
23,Other,Bangalore,OnePlus,iOS,6.8,41.4,11,1.5,2472,4.2,5.0,732,Social Media,20.795,3.295,Very Low
51,Female,Delhi,OnePlus,Android,11.4,42.2,11,2.7,3751,6.8,1.0,1180,Gaming,25.000000000000004,3.1,Very Low
24,Other,Jaipur,Motorola,Android,9.4,27.4,60,2.5,3119,7.4,1.0,1289,Entertainment,24.43166666666667,4.131666666666667,Low
43,Other,Bangalore,Nokia,iOS,5.7,23.6,110,3.2,3547,5.6,3.0,1415,Entertainment,20.60333333333333,3.103333333333333,Medium
33,Other,Chennai,Apple,Android,1.7,21.2,172,5.2,3746,2.2,1.7,1707,Education,13.853333333333332,3.053333333333333,High
48,Female,Mumbai,Google Pixel,Android,4.2,35.8,171,0.7,2817,7.3,1.6,1396,Entertainment,16.584999999999997,2.785,High
22,Female,Bangalore,Motorola,Android,11.4,34.9,135,1.9,7932,7.8,0.1,812,Entertainment,23.965000000000003,2.765,Medium
21,Other,Kolkata,Xiaomi,Android,8.2,24.1,73,5.7,1062,2.8,1.2,1604,Education,18.035,0.1349999999999999,Low
18,Male,Ahmedabad,Apple,iOS,4.5,49.7,185,1.9,2896,3.5,4.1,1711,Social Media,15.538333333333334,1.538333333333333,High
28,Other,Jaipur,Realme,Android,7.5,18.0,114,2.6,8522,6.6,1.9,970,Social Media,22.98,4.38,Medium
56,Female,Ahmedabad,Google Pixel,Android,9.7,1.1,94,2.9,6922,1.8,4.4,1758,Social Media,19.848333333333333,1.0483333333333331,Low
55,Other,Delhi,Realme,iOS,1.5,24.8,80,4.6,3293,2.9,2.3,671,Gaming,15.756666666666668,4.456666666666666,Low
22,Other,Delhi,Google Pixel,Android,1.4,47.1,143,4.1,1032,1.7,3.0,782,Social Media,11.21,1.01,Medium
18,Male,Lucknow,OnePlus,iOS,3.4,18.7,22,5.4,811,7.4,1.8,467,Social Media,22.09666666666667,4.096666666666667,Very Low
34,Other,Ahmedabad,Google Pixel,Android,8.9,32.5,37,2.5,4845,5.3,2.7,1285,Gaming,20.668333333333333,1.268333333333333,Very Low
44,Female,Chennai,Xiaomi,Android,3.4,30.7,30,2.0,5581,3.6,4.3,333,Entertainment,17.296666666666667,3.996666666666667,Very Low
49,Other,Mumbai,Xiaomi,iOS,3.9,23.2,119,5.5,5448,0.7,4.2,953,Education,14.683333333333334,0.3833333333333333,Medium
56,Female,Pune,Samsung,iOS,1.2,19.2,130,1.3,2411,4.2,2.5,1612,Social Media,9.943333333333332,0.7433333333333334,Medium
22,Female,Pune,Nokia,iOS,7.5,8.0,131,0.9,7530,1.2,4.1,290,Social Media,17.418333333333333,3.718333333333333,Medium
34,Female,Kolkata,Xiaomi,iOS,7.6,9.4,124,1.7,3718,2.2,2.3,1919,Education,14.606666666666667,0.8066666666666666,Medium
54,Other,Ahmedabad,OnePlus,iOS,4.9,26.4,27,2.1,6126,6.8,1.7,906,Gaming,16.843333333333334,1.3433333333333333,Very Low
34,Other,Mumbai,Nokia,iOS,10.1,47.2,16,2.4,1151,7.9,3.7,669,Education,24.43333333333333,0.3333333333333333,Very Low
45,Female,Delhi,Nokia,Android,11.9,49.6,71,3.3,7369,7.3,0.3,1882,Social Media,25.84166666666667,3.0416666666666665,Low
27,Other,Pune,OnePlus,Android,4.0,39.9,172,1.8,7715,5.6,2.0,1794,Social Media,17.174999999999997,3.775,High
36,Male,Lucknow,Vivo,iOS,1.2,17.6,159,5.6,1845,1.3,4.6,1128,Social Media,14.41,1.71,High
16,Female,Bangalore,Apple,Android,11.3,15.3,45,1.0,1299,0.6,1.6,602,Work,15.16,0.66,Very Low
36,Other,Delhi,Google Pixel,Android,7.6,8.8,56,2.9,7155,7.2,1.0,1329,Education,22.876666666666665,4.176666666666667,Very Low
39,Male,Bangalore,Realme,Android,7.6,21.3,22,2.6,9507,1.3,1.3,1322,Work,15.061666666666667,2.2616666666666663,Very Low
15,Other,Lucknow,Nokia,iOS,7.1,31.2,174,2.2,329,4.0,0.8,1771,Entertainment,18.238333333333337,4.138333333333334,High
48,Male,Ahmedabad,Realme,iOS,8.8,19.4,83,1.4,824,5.9,2.6,739,Work,23.188333333333336,4.488333333333333,Low
23,Other,Hyderabad,Apple,iOS,10.8,42.4,71,4.3,9151,2.9,4.5,1021,Social Media,25.888333333333332,3.3883333333333336,Low
24,Male,Ahmedabad,Samsung,Android,9.4,8.4,169,2.6,3240,5.5,1.5,1454,Entertainment,23.336666666666662,4.336666666666667,High
44,Male,Jaipur,Samsung,iOS,7.1,43.8,145,4.5,1747,1.6,2.7,108,Gaming,20.011666666666663,4.111666666666666,Medium
21,Other,Lucknow,Xiaomi,iOS,9.6,39.7,48,2.4,3024,3.5,3.5,204,Education,23.33833333333333,4.338333333333334,Very Low
27,Male,Delhi,Oppo,iOS,8.4,24.8,34,1.7,6520,5.4,4.1,474,Social Media,22.881666666666668,3.2816666666666667,Very Low
20,Female,Lucknow,Realme,Android,8.6,15.5,152,1.2,5195,7.3,0.6,129,Education,19.87833333333333,2.178333333333333,Medium
25,Female,Ahmedabad,Vivo,Android,11.2,25.7,135,3.6,2619,2.4,2.3,964,Social Media,21.828333333333333,2.328333333333333,Medium
58,Other,Ahmedabad,OnePlus,iOS,5.0,8.7,176,2.7,1000,3.2,0.2,1969,Gaming,14.153333333333332,3.053333333333333,High
19,Other,Ahmedabad,Oppo,iOS,3.2,35.2,17,1.1,6569,4.8,0.5,957,Gaming,11.181666666666668,1.5816666666666668,Very Low
31,Male,Kolkata,Vivo,iOS,8.8,49.2,180,4.1,4284,2.6,1.1,1901,Gaming,17.875,1.275,High
52,Male,Bangalore,Google Pixel,iOS,3.4,27.5,47,0.8,2326,4.0,1.0,181,Entertainment,12.103333333333332,2.9033333333333333,Very Low
23,Other,Pune,Apple,Android,9.6,1.4,81,3.2,3745,7.3,2.5,1538,Education,24.485000000000003,1.885,Low
47,Male,Bangalore,Apple,Android,8.5,23.6,130,4.3,7324,2.5,1.4,366,Entertainment,17.008333333333333,0.3083333333333333,Medium
41,Other,Chennai,Nokia,iOS,10.9,49.5,162,3.2,7120,7.1,1.9,1513,Gaming,26.62666666666667,3.5266666666666664,High
31,Female,Chennai,Xiaomi,iOS,8.5,42.8,157,4.5,7094,2.5,2.4,1977,Social Media,22.04833333333333,4.148333333333333,High
26,Other,Mumbai,Google Pixel,iOS,8.4,42.9,122,2.5,2881,3.0,3.5,1307,Gaming,20.69,3.29,Medium
30,Other,Mumbai,Apple,iOS,2.7,4.2,115,3.3,8718,1.7,2.4,1124,Education,13.173333333333332,3.0733333333333333,Medium
27,Male,Pune,Samsung,iOS,1.4,31.3,175,5.0,2764,4.1,0.8,1125,Work,12.746666666666668,1.4466666666666663,High
18,Other,Chennai,Apple,Android,7.8,26.4,12,3.6,9354,3.2,3.2,1513,Education,20.741666666666667,2.941666666666667,Very Low
33,Male,Kolkata,Vivo,Android,1.7,33.0,170,1.1,9227,4.5,4.4,1275,Education,13.863333333333332,2.1633333333333336,High
15,Male,Hyderabad,Nokia,Android,6.1,33.1,181,4.8,2253,7.6,0.4,261,Entertainment,21.951666666666664,3.0516666666666667,High
27,Other,Pune,Realme,iOS,9.4,41.8,116,2.1,9821,4.9,3.4,368,Social Media,23.315,3.515,Medium
46,Female,Kolkata,Vivo,Android,5.2,30.1,46,5.6,1187,0.9,0.3,1984,Entertainment,14.945000000000002,2.945,Very Low
28,Male,Hyderabad,Samsung,iOS,2.6,34.9,79,2.9,6496,6.5,2.4,1792,Social Media,18.996666666666663,4.596666666666667,Low
34,Male,Ahmedabad,Realme,iOS,2.6,22.8,145,4.7,8626,3.7,4.3,1119,Social Media,17.993333333333332,2.6933333333333334,Medium
55,Male,Jaipur,Apple,iOS,11.1,39.5,100,2.3,5509,2.3,3.3,1354,Gaming,22.34166666666667,3.341666666666667,Low
27,Female,Chennai,Oppo,Android,2.2,18.0,134,2.0,6248,7.6,1.6,1622,Entertainment,15.203333333333331,1.8033333333333332,Medium
29,Female,Pune,Xiaomi,Android,5.5,49.8,153,5.5,6303,4.1,0.2,741,Gaming,20.17833333333333,4.878333333333333,High
23,Other,Lucknow,Google Pixel,Android,7.5,25.8,169,3.0,6634,2.4,3.4,1026,Education,19.656666666666663,3.356666666666667,High
41,Female,Chennai,Xiaomi,Android,6.4,19.9,109,1.5,2979,5.4,3.5,374,Entertainment,21.71333333333333,4.913333333333333,Medium
47,Other,Kolkata,Motorola,iOS,6.2,22.9,73,1.3,6706,1.2,2.6,841,Education,14.59,3.29,Low
30,Other,Bangalore,OnePlus,Android,5.8,11.5,65,0.9,2354,4.2,4.5,474,Entertainment,17.046666666666667,1.6466666666666667,Low
39,Male,Bangalore,Realme,Android,10.2,29.0,10,1.6,4116,3.7,4.5,869,Gaming,20.831666666666667,0.8316666666666667,Very Low
47,Other,Jaipur,Oppo,Android,9.8,2.7,92,4.6,9217,1.3,3.0,1849,Entertainment,20.093333333333337,1.393333333333333,Low
54,Female,Jaipur,Vivo,iOS,11.9,18.4,126,1.7,4494,7.9,2.8,614,Education,28.93,4.63,Medium
22,Female,Hyderabad,Nokia,iOS,3.0,22.3,36,3.7,9713,1.2,0.1,157,Education,9.381666666666668,1.3816666666666668,Very Low
60,Female,Lucknow,Nokia,Android,10.0,34.6,83,1.6,9819,7.1,2.2,371,Education,23.511666666666663,2.6116666666666664,Low
26,Other,Bangalore,Apple,Android,2.7,45.9,108,4.2,3132,6.6,1.6,1278,Entertainment,15.76,0.66,Medium
18,Male,Chennai,OnePlus,Android,7.2,3.5,111,2.4,4208,0.6,2.9,1762,Gaming,15.393333333333333,2.293333333333333,Medium
25,Female,Mumbai,Vivo,Android,4.6,25.4,79,2.1,5013,6.5,2.7,563,Education,16.119999999999997,0.22,Low
17,Male,Kolkata,OnePlus,Android,7.2,48.8,93,4.9,6491,3.4,2.8,948,Work,19.721666666666668,1.4216666666666666,Low
31,Male,Bangalore,Oppo,iOS,11.8,43.6,44,4.2,9890,2.9,0.7,343,Gaming,22.02833333333333,2.428333333333333,Very Low
33,Male,Hyderabad,Vivo,Android,6.7,44.7,191,2.9,2624,1.5,3.6,425,Social Media,18.805,4.105,High
23,Other,Pune,Nokia,Android,11.5,14.7,75,4.8,9513,4.1,0.2,1896,Gaming,24.10833333333333,3.5083333333333333,Low
37,Other,Ahmedabad,Samsung,Android,3.4,22.4,96,1.0,4196,7.2,2.0,600,Work,15.166666666666668,1.5666666666666669,Low
16,Female,Mumbai,Xiaomi,iOS,4.6,46.2,114,2.6,5552,6.8,1.4,485,Social Media,19.385,3.985,Medium
17,Other,Bangalore,Oppo,iOS,1.9,50.0,124,4.9,645,3.8,4.1,140,Education,16.028333333333336,1.3283333333333334,Medium
26,Female,Jaipur,Apple,iOS,2.8,14.2,148,2.5,7035,5.2,1.8,513,Social Media,12.7,0.4,Medium
50,Other,Pune,Samsung,iOS,5.9,15.8,135,3.6,547,1.2,3.2,1779,Gaming,15.118333333333332,1.2183333333333333,Medium
45,Female,Lucknow,Google Pixel,Android,4.6,7.6,35,4.0,9581,7.9,0.3,1816,Education,17.028333333333332,0.2283333333333333,Very Low
54,Male,Lucknow,Oppo,iOS,8.6,10.0,189,3.5,5035,3.5,2.1,1259,Work,19.276666666666667,1.5766666666666669,High
27,Male,Mumbai,OnePlus,iOS,6.1,16.8,110,2.4,641,2.5,4.9,1532,Entertainment,19.488333333333333,3.5883333333333334,Medium
28,Male,Jaipur,Motorola,Android,7.0,5.0,138,1.6,9065,2.6,4.0,407,Gaming,19.705,4.505,Medium
20,Male,Chennai,Xiaomi,iOS,9.7,15.7,111,2.8,7953,1.0,3.0,953,Gaming,18.376666666666665,1.8766666666666665,Medium
58,Other,Ahmedabad,Nokia,Android,8.6,38.3,187,5.5,8585,6.7,2.9,1888,Work,24.851666666666667,1.1516666666666666,High
59,Other,Hyderabad,Apple,Android,5.8,41.5,10,3.5,2674,5.8,2.5,217,Work,21.945,4.345,Very Low
48,Other,Ahmedabad,Vivo,iOS,1.1,32.9,181,2.0,4435,5.3,2.2,1341,Gaming,13.45,2.85,High
35,Male,Lucknow,Nokia,Android,6.8,4.9,97,4.0,9051,1.2,4.0,547,Gaming,19.83833333333333,3.838333333333333,Low
59,Female,Delhi,OnePlus,Android,1.4,46.9,86,4.8,8433,2.6,0.5,358,Social Media,9.543333333333331,0.2433333333333333,Low
31,Male,Ahmedabad,Motorola,Android,7.0,15.6,40,6.0,3028,6.0,3.4,277,Entertainment,23.521666666666665,1.1216666666666666,Very Low
54,Other,Pune,Apple,iOS,1.8,41.0,76,1.2,6321,4.2,3.9,157,Social Media,11.865,0.765,Low
26,Male,Kolkata,Vivo,Android,9.2,5.8,133,5.3,1205,2.5,1.1,663,Education,22.335,4.235,Medium
56,Male,Mumbai,Vivo,iOS,1.1,47.4,180,0.8,7408,5.0,2.8,1961,Work,11.883333333333333,2.183333333333333,High
38,Female,Lucknow,Realme,iOS,10.8,49.3,69,2.6,1462,3.0,2.2,538,Entertainment,21.831666666666663,3.231666666666667,Low
24,Female,Lucknow,Realme,Android,4.4,48.7,57,4.3,5865,3.4,3.7,1650,Entertainment,18.285,2.485,Very Low
39,Female,Jaipur,Google Pixel,iOS,9.2,17.3,84,2.3,361,2.7,2.5,364,Education,21.265,4.565,Low
24,Other,Pune,Xiaomi,Android,2.2,35.6,122,0.9,6488,0.9,2.8,214,Education,7.2,0.4,Medium
40,Female,Chennai,OnePlus,Android,8.8,25.5,52,1.1,5590,6.8,1.8,1914,Social Media,20.203333333333333,1.7033333333333334,Very Low
42,Male,Delhi,Apple,Android,3.9,14.9,35,3.8,2057,6.4,3.7,465,Entertainment,21.613333333333333,3.8133333333333335,Very Low
37,Other,Lucknow,Motorola,iOS,7.6,37.3,17,1.7,8019,5.0,2.2,1303,Education,18.40833333333333,1.9083333333333332,Very Low
46,Male,Chennai,Samsung,Android,11.1,5.8,27,5.9,3995,2.7,1.5,156,Social Media,25.965,4.765,Very Low
58,Other,Chennai,Xiaomi,iOS,8.8,29.1,84,5.5,280,1.1,1.3,1615,Work,17.361666666666665,0.6616666666666667,Low
21,Male,Bangalore,Oppo,iOS,3.1,39.6,77,5.1,9579,2.3,4.9,133,Education,19.741666666666667,4.341666666666667,Low
48,Other,Mumbai,Samsung,iOS,8.6,13.4,51,5.7,3659,3.1,1.5,630,Work,19.793333333333337,0.8933333333333333,Very Low
